,Agriculture,Forestry,Fishery,Mining Oil&Gas,Remainder Mining,Supporting Mining,Food Supplements,Beverages,Tobacco,Textile&Clothing,Wood,Paper,Graphical,Oil,Chemical,Pharmaceutical,Rubber&Plastic,Building Material,Raw Metal,Metal Product,Electrotechnical,Electrical devices,Machines,Car,Remainder Transport,Furniture,Remainder industry,Reparation Machines,Energy,Waterpipes,Sewerage,General Building,Ground&Water Building,Specialized building,Car trade&repair,Wholesale,Retail,Land Transport,Water Transport,Air Transport,Storage for transport,Postal,Lodging,Restaurants,Publishers,"Production of TV, radio & music",Broadcasting,Telecommunication,IT-services,Info services,Banking,Insurers&pensions,Remainder Financial Services,Rental,Exploitation real estate,Legal,Holdings,Architecture,Research,Advertising,Design,Veterinary,Rental of movable property,Employment Agencies,Travel services,Security,Cleaning,Remaining Services,Public services,Education,Healthcare,Caretaking,Creative,Libraries&Archives,Lotteries,Sport,Hobby Associations,Reparation goods,Remainder of Personal Service Provision,Households with personnel
Remainder Financial Services,10.0,0.0,0.0,1.0,0.0,1.0,23.0,1.0,0.0,1.0,2.0,5.0,1.0,1.0,22.0,0.0,5.0,1.0,3.0,2.0,9.0,11.0,6.0,4.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,2.0,3.0,4.0,2.0,45.0,15.0,8.0,3.0,0.0,7.0,10.0,4.0,9.0,2.0,3.0,0.0,4.0,4.0,2.0,1615.0,3080.0,0.0,68.0,11.0,8.0,88.0,5.0,4.0,0.0,2.0,2.0,29.0,4.0,2.0,1.0,2.0,2.0,78.0,30.0,58.0,51.0,1.0,1.0,2.0,0.0,17.0,0.0,9.0,0.0
Rental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exploitation real estate,4.0,0.0,0.0,25.0,7.0,13.0,232.0,27.0,1.0,33.0,46.0,42.0,62.0,34.0,136.0,19.0,73.0,61.0,33.0,255.0,75.0,60.0,192.0,11.0,55.0,50.0,43.0,55.0,106.0,3.0,78.0,346.0,71.0,318.0,602.0,1012.0,4237.0,131.0,0.0,21.0,573.0,57.0,411.0,886.0,52.0,75.0,14.0,214.0,453.0,58.0,310.0,155.0,138.0,28.0,1845.0,526.0,672.0,243.0,124.0,171.0,51.0,12.0,136.0,244.0,59.0,17.0,71.0,52.0,111.0,248.0,125.0,836.0,17.0,15.0,1.0,73.0,124.0,24.0,195.0,0.0
Legal,250.0,0.0,5.0,6.0,3.0,8.0,225.0,11.0,2.0,8.0,11.0,31.0,25.0,6.0,196.0,21.0,39.0,10.0,21.0,62.0,79.0,67.0,69.0,24.0,17.0,13.0,18.0,35.0,47.0,12.0,25.0,86.0,77.0,112.0,67.0,1160.0,424.0,128.0,33.0,27.0,91.0,91.0,49.0,94.0,31.0,33.0,23.0,46.0,154.0,17.0,548.0,361.0,263.0,0.0,212.0,382.0,1806.0,77.0,25.0,248.0,99.0,5.0,33.0,271.0,60.0,5.0,23.0,142.0,1404.0,633.0,193.0,163.0,95.0,59.0,14.0,100.0,252.0,35.0,40.0,0.0
Holdings,83.0,0.0,2.0,72.0,13.0,84.0,903.0,134.0,14.0,75.0,51.0,314.0,90.0,66.0,931.0,245.0,172.0,109.0,68.0,284.0,369.0,375.0,811.0,118.0,111.0,67.0,48.0,210.0,141.0,31.0,104.0,380.0,212.0,509.0,343.0,6568.0,854.0,742.0,164.0,145.0,439.0,467.0,209.0,285.0,162.0,165.0,82.0,486.0,1449.0,505.0,714.0,364.0,389.0,2.0,660.0,1354.0,4376.0,702.0,248.0,326.0,349.0,20.0,137.0,444.0,135.0,89.0,201.0,264.0,1222.0,233.0,192.0,133.0,56.0,41.0,4.0,65.0,204.0,15.0,65.0,0.0
Architecture,48.0,0.0,2.0,50.0,8.0,183.0,129.0,7.0,3.0,4.0,6.0,15.0,10.0,83.0,124.0,16.0,17.0,8.0,12.0,71.0,23.0,44.0,90.0,24.0,24.0,11.0,10.0,29.0,81.0,40.0,1.0,499.0,337.0,357.0,76.0,266.0,120.0,30.0,10.0,1.0,117.0,18.0,10.0,24.0,6.0,1.0,1.0,55.0,16.0,10.0,35.0,61.0,40.0,48.0,222.0,24.0,434.0,879.0,23.0,23.0,32.0,2.0,20.0,25.0,21.0,2.0,6.0,9.0,572.0,42.0,19.0,8.0,8.0,7.0,4.0,9.0,57.0,4.0,13.0,0.0
Research,4.0,0.0,0.0,4.0,0.0,12.0,99.0,2.0,0.0,2.0,1.0,5.0,0.0,35.0,107.0,29.0,3.0,2.0,2.0,9.0,25.0,77.0,51.0,7.0,3.0,4.0,9.0,0.0,3.0,5.0,0.0,8.0,8.0,4.0,14.0,55.0,21.0,4.0,3.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,6.0,13.0,0.0,3.0,8.0,165.0,39.0,208.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advertising,21.0,0.0,0.0,3.0,2.0,4.0,118.0,48.0,9.0,9.0,6.0,11.0,13.0,7.0,94.0,14.0,23.0,7.0,28.0,31.0,54.0,40.0,53.0,37.0,20.0,6.0,13.0,14.0,42.0,6.0,8.0,40.0,23.0,118.0,177.0,1399.0,602.0,57.0,16.0,25.0,42.0,18.0,38.0,103.0,115.0,91.0,29.0,137.0,264.0,40.0,242.0,119.0,69.0,0.0,130.0,152.0,354.0,87.0,34.0,960.0,53.0,7.0,65.0,171.0,40.0,10.0,31.0,95.0,439.0,78.0,40.0,45.0,30.0,17.0,20.0,43.0,60.0,6.0,36.0,0.0
Design,24.0,0.0,0.0,6.0,0.0,2.0,56.0,7.0,5.0,4.0,0.0,12.0,20.0,4.0,64.0,5.0,10.0,5.0,13.0,14.0,23.0,27.0,26.0,7.0,23.0,4.0,9.0,13.0,9.0,2.0,9.0,28.0,21.0,38.0,76.0,362.0,203.0,41.0,20.0,20.0,37.0,17.0,27.0,65.0,50.0,44.0,36.0,32.0,197.0,91.0,85.0,91.0,35.0,0.0,96.0,47.0,499.0,42.0,22.0,163.0,419.0,2.0,39.0,38.0,23.0,15.0,25.0,44.0,302.0,85.0,19.0,50.0,27.0,23.0,6.0,22.0,34.0,14.0,21.0,0.0
Veterinary,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0
Rental of movable property,42.0,1.0,2.0,13.0,2.0,30.0,109.0,25.0,0.0,1.0,7.0,16.0,33.0,5.0,48.0,8.0,37.0,25.0,17.0,77.0,7.0,10.0,25.0,8.0,15.0,16.0,25.0,16.0,83.0,7.0,57.0,151.0,177.0,300.0,25.0,518.0,57.0,105.0,63.0,69.0,79.0,81.0,8.0,29.0,11.0,69.0,65.0,52.0,202.0,10.0,67.0,65.0,29.0,0.0,38.0,67.0,199.0,38.0,13.0,16.0,46.0,8.0,198.0,6.0,8.0,13.0,44.0,56.0,54.0,39.0,45.0,106.0,29.0,18.0,6.0,66.0,29.0,8.0,21.0,0.0
Employment Agencies,97.0,0.0,2.0,81.0,10.0,160.0,1251.0,61.0,7.0,58.0,63.0,75.0,81.0,32.0,364.0,121.0,197.0,173.0,148.0,669.0,150.0,155.0,731.0,283.0,222.0,79.0,54.0,290.0,466.0,32.0,261.0,219.0,197.0,998.0,161.0,1929.0,720.0,810.0,162.0,36.0,741.0,151.0,171.0,316.0,102.0,47.0,30.0,214.0,152.0,61.0,449.0,224.0,168.0,0.0,310.0,252.0,1445.0,689.0,154.0,113.0,54.0,6.0,182.0,1088.0,39.0,97.0,317.0,279.0,1278.0,1160.0,306.0,451.0,14.0,10.0,2.0,97.0,70.0,34.0,56.0,0.0
Travel services,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,43.0,18.0,14.0,9.0,294.0,2.0,0.0,152.0,24.0,1.0,1.0,2.0,0.0,6.0,0.0,8.0,91.0,4.0,7.0,17.0,2.0,66.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,1878.0,0.0,1.0,1.0,33.0,14.0,3.0,3.0,23.0,16.0,18.0,75.0,7.0,0.0,1.0,0.0
Security,1.0,0.0,0.0,2.0,1.0,3.0,32.0,1.0,0.0,2.0,2.0,14.0,2.0,3.0,31.0,4.0,8.0,3.0,7.0,12.0,7.0,6.0,12.0,5.0,3.0,4.0,8.0,5.0,8.0,10.0,4.0,10.0,5.0,15.0,12.0,73.0,192.0,47.0,10.0,2.0,356.0,17.0,30.0,34.0,6.0,2.0,1.0,18.0,9.0,1.0,16.0,14.0,9.0,3.0,34.0,12.0,74.0,8.0,5.0,4.0,4.0,1.0,6.0,7.0,1.0,130.0,94.0,5.0,290.0,251.0,6.0,10.0,12.0,17.0,11.0,35.0,4.0,0.0,5.0,0.0
Cleaning,41.0,1.0,0.0,6.0,4.0,5.0,62.0,5.0,0.0,4.0,4.0,6.0,7.0,10.0,43.0,7.0,11.0,15.0,6.0,24.0,12.0,15.0,30.0,11.0,12.0,6.0,29.0,17.0,35.0,10.0,26.0,27.0,38.0,55.0,83.0,262.0,251.0,75.0,83.0,10.0,117.0,12.0,111.0,105.0,7.0,7.0,3.0,27.0,127.0,10.0,67.0,71.0,53.0,50.0,604.0,59.0,328.0,54.0,23.0,44.0,47.0,6.0,403.0,74.0,11.0,26.0,495.0,14.0,1289.0,732.0,261.0,286.0,105.0,108.0,20.0,139.0,113.0,5.0,42.0,0.0
Remaining Services,130.0,0.0,4.0,0.0,1.0,2.0,48.0,8.0,4.0,3.0,4.0,9.0,4.0,1.0,50.0,5.0,6.0,6.0,9.0,13.0,22.0,17.0,19.0,4.0,4.0,1.0,5.0,2.0,25.0,12.0,4.0,23.0,9.0,34.0,42.0,220.0,82.0,21.0,3.0,19.0,10.0,8.0,29.0,39.0,25.0,20.0,11.0,94.0,300.0,66.0,63.0,64.0,53.0,0.0,65.0,25.0,305.0,14.0,2.0,104.0,53.0,1.0,151.0,33.0,32.0,4.0,17.0,86.0,157.0,39.0,13.0,39.0,25.0,4.0,7.0,4.0,27.0,22.0,9.0,0.0
Public services,94.0,0.0,5.0,9.0,3.0,7.0,150.0,19.0,1.0,17.0,12.0,46.0,13.0,9.0,95.0,12.0,24.0,14.0,51.0,56.0,21.0,33.0,52.0,20.0,16.0,11.0,17.0,14.0,244.0,8.0,129.0,68.0,20.0,92.0,97.0,360.0,169.0,170.0,41.0,6.0,57.0,15.0,46.0,95.0,15.0,9.0,8.0,66.0,185.0,10.0,155.0,75.0,79.0,0.0,88.0,85.0,206.0,44.0,25.0,264.0,22.0,6.0,10.0,62.0,11.0,11.0,36.0,42.0,1024.0,226.0,366.0,451.0,15.0,8.0,6.0,52.0,36.0,5.0,28.0,0.0
Education,7.0,0.0,0.0,8.0,2.0,1.0,36.0,8.0,0.0,0.0,1.0,5.0,3.0,3.0,29.0,12.0,6.0,5.0,3.0,18.0,10.0,6.0,40.0,8.0,10.0,2.0,16.0,13.0,23.0,5.0,11.0,23.0,28.0,51.0,30.0,137.0,52.0,24.0,11.0,14.0,33.0,4.0,29.0,62.0,13.0,38.0,27.0,27.0,51.0,7.0,150.0,114.0,44.0,0.0,34.0,266.0,330.0,45.0,137.0,44.0,14.0,4.0,9.0,60.0,4.0,9.0,11.0,14.0,1312.0,654.0,278.0,224.0,160.0,29.0,4.0,61.0,66.0,1.0,13.0,0.0
Healthcare,7.0,0.0,0.0,2.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,7.0,0.0,4.0,4.0,3.0,11.0,5.0,1.0,8.0,3.0,2.0,1.0,2.0,4.0,4.0,0.0,2.0,11.0,7.0,17.0,19.0,82.0,35.0,22.0,0.0,1.0,12.0,2.0,4.0,10.0,2.0,1.0,1.0,4.0,31.0,1.0,17.0,10.0,8.0,0.0,8.0,12.0,14.0,14.0,4.0,6.0,0.0,0.0,0.0,33.0,11.0,3.0,3.0,5.0,987.0,48.0,2192.0,529.0,2.0,1.0,0.0,7.0,9.0,10.0,3.0,0.0
Caretaking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,207.0,3.0,142.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Creative,1.0,0.0,0.0,2.0,0.0,1.0,16.0,10.0,0.0,2.0,1.0,2.0,2.0,3.0,8.0,1.0,3.0,3.0,4.0,5.0,8.0,3.0,5.0,3.0,4.0,2.0,6.0,5.0,5.0,0.0,2.0,7.0,5.0,13.0,9.0,46.0,50.0,10.0,4.0,1.0,6.0,1.0,28.0,76.0,34.0,173.0,114.0,12.0,43.0,2.0,20.0,19.0,8.0,0.0,16.0,12.0,84.0,10.0,7.0,35.0,25.0,0.0,205.0,26.0,27.0,4.0,5.0,3.0,49.0,16.0,13.0,5.0,804.0,45.0,19.0,25.0,34.0,1.0,2.0,0.0
Libraries&Archives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,4.0,6.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,16.0,0.0,18.0,2.0,26.0,0.0,0.0,0.0,2.0,63.0,0.0,7.0,31.0,109.0,0.0,15.0,6.0,0.0,0.0,0.0
Lotteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
Sport,1.0,0.0,0.0,1.0,1.0,0.0,23.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,5.0,2.0,6.0,4.0,6.0,5.0,8.0,2.0,4.0,2.0,2.0,4.0,6.0,1.0,19.0,10.0,5.0,15.0,19.0,71.0,46.0,7.0,2.0,5.0,9.0,4.0,6.0,15.0,11.0,25.0,21.0,13.0,12.0,7.0,25.0,23.0,11.0,0.0,17.0,18.0,32.0,7.0,9.0,61.0,9.0,1.0,11.0,21.0,41.0,2.0,7.0,12.0,181.0,65.0,4.0,13.0,10.0,10.0,73.0,675.0,10.0,0.0,14.0,0.0
Hobby Associations,59.0,0.0,1.0,3.0,0.0,5.0,35.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,35.0,2.0,8.0,5.0,8.0,14.0,4.0,4.0,10.0,8.0,13.0,8.0,16.0,9.0,8.0,2.0,22.0,16.0,14.0,36.0,28.0,78.0,44.0,25.0,9.0,1.0,15.0,0.0,20.0,42.0,11.0,9.0,6.0,10.0,126.0,12.0,52.0,37.0,31.0,0.0,78.0,43.0,56.0,22.0,7.0,23.0,18.0,2.0,10.0,15.0,10.0,3.0,21.0,8.0,109.0,36.0,246.0,86.0,4.0,10.0,1.0,21.0,87.0,3.0,9.0,0.0
Reparation goods,2.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,3.0,8.0,2.0,10.0,15.0,4.0,6.0,12.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,9.0,30.0,16.0,14.0,9.0,3.0,0.0,61.0,7.0,31.0,20.0,0.0,16.0,2.0,0.0,2.0,4.0,1.0,0.0,5.0,0.0,14.0,7.0,4.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0
Remainder of Personal Service Provision,5.0,0.0,0.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,6.0,25.0,30.0,20.0,10.0,3.0,3.0,8.0,1.0,75.0,71.0,1.0,12.0,5.0,1.0,8.0,1.0,2.0,12.0,5.0,0.0,7.0,6.0,13.0,5.0,1.0,3.0,8.0,17.0,0.0,20.0,0.0,9.0,23.0,4.0,72.0,18.0,132.0,178.0,27.0,9.0,2.0,29.0,7.0,0.0,263.0,0.0
Households with personnel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
